,A,Z,W
109829,1203850566,1203036203,4
109830,1040735965,1040814671,4
109831,1705851676,1705627212,4
109832,1752640618,1616638026,6
109833,1203240850,1616721687,6
109834,1040595988,1040214159,4
109835,1516685856,1516271813,4
109836,1616613189,1616973304,4
109837,1705217643,1705602796,4
109838,1191355987,1070523528,6
109839,1024774947,1024037086,4
109840,1752287863,1752024232,4
109841,1070850291,1070675252,4
109842,1616839301,1616002338,4
109843,1040261752,1040814671,4
109844,1191526652,1191484288,4
109845,1203249406,1203487900,4
109846,1140416562,1140955210,4
109847,1070145657,1070046769,4
109848,1203036203,1203206546,4
109849,1203823971,1203689778,4
109850,1191909415,1191282973,4
109851,1040428013,1348988570,6
109852,1040140481,1040189871,4
109853,1616699844,1616803904,4
109854,1203595572,1203195651,4
109855,1516991599,1710894218,6
109856,1191484288,1191340640,4
109857,1191424625,1348130226,6
109858,1203262802,1203689778,4
109859,1705653525,1348293073,6
109860,1191440208,1070139386,6
109861,1616129049,1616127510,4
109862,1203198119,1203727130,4
109863,1040814671,1040214159,4
109864,1203802204,1203727130,4
109865,1040189871,1040012933,4
109866,1148918270,1148642108,4
109867,1203689778,1203721653,4
109868,1710616152,1516005938,6
109869,1180423801,1180706751,4
109870,1148690803,1148095016,4
109871,1040214159,1040375279,4
109872,1040751740,1040084469,4
109873,1203487900,1203997915,4
109874,1616104537,1616642403,4
109875,1578844884,1578015471,4
109876,1203206546,1203676514,6
109877,1191282973,1191340640,4
109878,1752826955,1752330831,4
109879,1348130226,1348509592,4
109880,1348854812,1348516359,4
109881,1040942506,1040605021,4
109882,1203748184,1203195651,4
109883,1516000004,1516874756,4
109884,1348988570,1040084469,6
109885,1380650072,1380686663,4
109886,1434563640,1434822941,4
109887,1380210810,1380707445,4
109888,1348688701,1348293073,4
109889,1203676514,1203592744,4
109890,1203727130,1203721653,4
109891,1040012933,1040058108,4
109892,1203997915,1203145713,4
109893,1616721687,1616973304,4
109894,1348565183,1348592916,4
109895,1040117659,1040605021,4
109896,1203690511,1203778686,4
109897,1616047191,1616373679,4
109898,1516719545,1516123978,4
109899,1616824014,1616161642,4
109900,1203299524,1203172907,4
109901,1203455488,1203721653,4
109902,1070675252,1070859064,4
109903,1070565353,1191025176,6
109904,1616585341,1616108520,6
109905,1040375279,1703216738,6
109906,1203592744,1203816374,4
109907,1616973304,1616108520,6
109908,1040605021,1203778686,6
109909,1616426625,1616093801,4
109910,1040346220,1040058108,4
109911,1616127510,1616366641,4
109912,1180706751,1180689417,4
109913,1191340640,1191128636,4
109914,1040084469,1348090856,6
109915,1148367091,1148442794,4
109916,1348293073,1348430852,4
109917,1616638026,1616588946,4
109918,1380991126,1380148507,4
109919,1203721653,1203067373,4
109920,1203145713,1203405541,4
109921,1203778686,1203626632,4
109922,1203816374,1203012353,4
109923,1616642403,1616373679,4
109924,1180158365,1180342743,4
109925,1516123978,1516928100,4
109926,1616725607,1616366641,4
109927,1203067373,1203442454,4
109928,1180240809,1180194164,4
109929,1348516359,1348701752,4
109930,1516195038,1516928100,4
109931,1024939858,1024725650,4
109932,1040058108,1703430611,6
109933,1203170809,1203442454,4
109934,1616803904,1616601877,4
109935,1348509592,1348804654,4
109936,1203012353,1203172907,4
109937,1148071351,1434245699,6
109938,1203405541,1203206938,4
109939,1070523528,1070311249,4
109940,1752377083,1752953686,4
109941,1348249118,1348090856,4
109942,1703216738,1703195001,6
109943,1616108520,1616808157,4
109944,1616161642,1616458381,4
109945,1616145534,1616959868,4
109946,1380686663,1380707445,4
109947,1191122948,1348804654,6
109948,1203150242,1203827138,4
109949,1348701752,1348430852,4
109950,1516928100,1516582394,4
109951,1516802003,1516582394,4
109952,1203206938,1203980144,4
109953,1616373679,1616452688,4
109954,1203172907,1203221005,4
109955,1703195001,1703571007,4
109956,1703430611,1703456673,4
109957,1203442454,1203613106,4
109958,1203980144,1203943711,4
109959,1380444441,1380057273,4
109960,1203626632,1703467870,6
109961,1516358571,1516582394,4
109962,1348592916,1348562948,4
109963,1703056774,1203943711,6
109964,1752586931,1752953686,4
109965,1070859064,1070137362,4
109966,1616366641,1616313608,4
109967,1203267061,1616117977,6
109968,1703571007,1703770416,4
109969,1191459511,1191732993,4
109970,1070139386,1070524039,4
109971,1380707445,1380201254,4
109972,1348430852,1348562948,4
109973,1348687588,1348507878,4
109974,1203328061,1203137734,4
109975,1348666755,1703668722,6
109976,1703456673,1703144516,4
109977,1203613106,1203827138,4
109978,1348562948,1348671384,4
109979,1203827138,1203666435,4
109980,1203221005,1203269367,4
109981,1703770416,1703497997,4
109982,1703883370,1703872671,4
109983,1752024232,1752250773,4
109984,1203943711,1203763674,4
109985,1616808157,1616000502,4
109986,1616093801,1616117977,4
109987,1516874756,1516286878,4
109988,1348804654,1348114190,4
109989,1703713928,1703420460,4
109990,1616601877,1616588946,4
109991,1616458381,1203745289,6
109992,1180219776,1180342743,4
109993,1191025176,1191097030,4
109994,1191128636,1191732993,4
109995,1203995171,1203087231,4
109996,1578744025,1578188822,4
109997,1703144516,1703497997,4
109998,1348924700,1348471733,4
109999,1616105817,1616861321,4
110000,1191861085,1070000220,6
110001,1348079279,1348399823,4
110002,1140523604,1140386370,4
110003,1070311249,1070524039,4
110004,1203137734,1203269367,4
110005,1348676786,1191732993,6
110006,1203666435,1203808580,4
110007,1348169908,1348793365,4
110008,1024037086,1024725650,4
110009,1203763674,1203613770,4
110010,1616000502,1616096837,4
110011,1616588946,1616735469,4
110012,1203613770,1203582141,4
110013,1616959868,1616096837,4
110014,1148599298,1140386370,6
110015,1348671384,1348517997,4
110016,1148655909,1148891648,4
110017,1703306179,1703979280,4
110018,1203380921,1203582141,4
110019,1703668722,1703165181,4
110020,1616117977,1203745289,6
110021,1434245699,1434673703,4
110022,1203395873,1203344046,4
110023,1616984350,1616606592,4
110024,1616313608,1616300116,4
110025,1348507878,1348054634,4
110026,1752953686,1752425602,6
110027,1752330831,1246614476,6
110028,1203839661,1203016880,4
110029,1140955210,1140080881,6
110030,1703910883,1703574353,4
110031,1348399823,1348517997,4
110032,1203344046,1203786401,4
110033,1191353181,1191359646,4
110034,1348471733,1348589938,4
110035,1703420460,1703979280,4
110036,1024725650,1024036836,4
110037,1070896558,1070524039,4
110038,1191732993,1191359646,4
110039,1380148507,1380057273,4
110040,1203745289,1203142483,4
110041,1516619412,1516271813,4
110042,1703979280,1703781613,4
110043,1703120770,1703397102,4
110044,1703574353,1703397102,4
110045,1203808580,1203190683,4
110046,1616424238,1616385189,6
110047,1203520041,1703388778,6
110048,1070524039,1070229008,4
110049,1703165181,1348054634,6
110050,1616452688,1616843653,4
110051,1070000220,1070603568,4
110052,1348527343,1348611992,4
110053,1616843653,1616454014,6
110054,1203190683,1203475212,4
110055,1703636029,1703972339,4
110056,1703781613,1703517526,4
110057,1348793365,1348052599,4
110058,1203016880,1703029695,6
110059,1710894218,1516005938,6
110060,1348517997,1348589938,4
110061,1703397102,1703890031,4
110062,1203132715,1203000978,4
110063,1203142483,1203528969,4
110064,1070047832,1070474354,4
110065,1070137362,1070396173,4
110066,1348279762,1348136308,4
110067,1616096837,1616622963,4
110068,1616300116,1616879030,4
110069,1752644953,1246614476,6
110070,1710078862,1710255294,4
110071,1380201254,1008276050,6
110072,1616664766,1616756545,4
110073,1516582394,1516128715,4
110074,1203786401,1203287923,4
110075,1710121734,1710031295,4
110076,1348005315,1348357791,4
110077,1203549413,1203287923,4
110078,1140040245,1140257478,4
110079,1616454014,1616606592,4
110080,1203621648,1203065827,4
110081,1578015471,1752001526,6
110082,1203475212,1203617012,4
110083,1191097030,1191359646,4
110084,1348054634,1703927453,6
110085,1203065827,1203617012,4
110086,1616622963,1616311376,4
110087,1348318587,1348109196,4
110088,1710255294,1710210038,4
110089,1070466847,1070474354,4
110090,1703029695,1703388778,4
110091,1348589938,1348136308,4
110092,1178021926,1180515335,6
110093,1752425602,1752027172,4
110094,1203000978,1203847096,4
110095,1616861321,1616649790,4
110096,1703890031,1703464744,4
110097,1203980349,1203465419,4
110098,1191359646,1191845338,4
110099,1516286878,1516885937,4
110100,1191004286,1499673791,6
110101,1703388778,1703517526,4
110102,1703927453,1348967161,6
110103,1348286136,1348722062,4
110104,1070396173,1070117835,4
110105,1348052599,1348300041,4
110106,1203847096,1203465419,4
110107,1203617012,1203111584,4
110108,1703468923,1703321833,4
110109,1710031295,1710229097,4
110110,1380057273,1008293317,6
110111,1703972339,1703803804,4
110112,1203528969,1203275330,4
110113,1703540174,1348664163,6
110114,1348505276,1348968301,4
110115,1203465419,1203111584,4
110116,1616756545,1616868201,4
110117,1616259508,1616868201,4
110118,1348611992,1348836400,4
110119,1703643289,1703729563,4
110120,1348527259,1348805330,4
110121,1703803804,1703497240,4
110122,1070229008,1070966777,6
110123,1348836400,1348576105,4
110124,1616606592,1616015629,4
110125,1180194164,1180342743,4
110126,1348357791,1348907014,4
110127,1203687206,1203137002,4
110128,1348986521,1348907014,4
110129,1710515323,1710888535,4
110130,1348722062,1348576105,4
110131,1348300041,1348505408,4
110132,1752027172,1643251057,6
110133,1203846615,1203173875,4
110134,1348967161,1348664163,4
110135,1070826374,1499952005,6
110136,1070474354,1070273413,4
110137,1703321833,1703630221,4
110138,1148642108,1148641107,4
110139,1434673703,1434516624,4
110140,1203111584,1203173875,4
110141,1203089321,1203799110,4
110142,1710629684,1710940552,4
110143,1148442794,1140658026,6
110144,1203137002,1203173875,4
110145,1348450358,1348664163,4
110146,1703464744,1703699284,4
110147,1191845338,1191917921,4
110148,1191824256,1348907014,6
110149,1616655416,1616375300,4
110150,1070966777,1070619970,4
110151,1203173875,1203738904,4
110152,1710680650,1710868778,4
110153,1616879030,1616701343,4
110154,1024864144,1024326839,4
110155,1203799110,1203518530,4
110156,1348576105,1348682463,4
110157,1616385189,1616406372,6
110158,1070273413,1070454621,4
110159,1616735469,1616964352,4
110160,1499673791,1499573612,4
110161,1616375300,1616964352,4
110162,1140080881,1180325896,6
110163,1516271813,1024585059,6
110164,1180342743,1180224936,4
110165,1180165321,1180318544,4
110166,1616701343,1616391533,4
110167,1703699284,1703126832,4
110168,1348505408,1348280190,4
110169,1710292909,1710888535,4
110170,1616267221,1616143097,4
110171,1348805330,1348928583,4
110172,1180325896,1180318544,4
110173,1703497240,1703219724,4
110174,1703871315,1703284159,4
110175,1203518530,1203430167,4
110176,1140386370,1140802055,4
110177,1703980916,1703554366,4
110178,1616089679,1616758185,4
110179,1616406372,1616395994,4
110180,1348286686,1348104935,4
110181,1703126832,1703575986,4
110182,1348649825,1348280190,4
110183,1703469340,1703382552,4
110184,1710940552,1710632918,4
110185,1191917921,1191345427,4
110186,1070117835,1070289722,4
110187,1616311376,1616148566,4
110188,1348907014,1348727226,4
110189,1148891648,1148823427,4
110190,1499952005,1499733751,4
110191,1191054836,1191345427,4
110192,1710187274,1710007154,4
110193,1348682463,1348510202,4
110194,1703234084,1703196559,4
110195,1752250773,1246614476,6
110196,1348335976,1348195369,4
110197,1348677837,1348911831,4
110198,1710868778,1710632918,4
110199,1703289183,1703987770,4
110200,1348527410,1348490155,4
110201,1516005938,1710888535,6
110202,1616121526,1616973390,4
110203,1348280190,1348286833,4
110204,1703292608,1703219724,4
110205,1499573612,1499564238,4
110206,1616391533,1616464336,4
110207,1070603568,1499719205,6
110208,1348510202,1348932688,4
110209,1703666551,1703091898,4
110210,1616784915,1616740907,4
110211,1616015629,1616716547,4
110212,1703091898,1616358703,6
110213,1348618816,1348286833,4
110214,1070370826,1688899483,6
110215,1180518247,1180224936,4
110216,1616758185,1616302636,4
110217,1348104935,1348195369,4
110218,1616701110,1616396493,4
110219,1616464336,1616481359,4
110220,1703284159,1703987770,4
110221,1499719205,1499140506,4
110222,1499564238,1499197266,4
110223,1616148566,1616798495,6
110224,1348932688,1348165944,4
110225,1703219724,1703554366,4
110226,1616358703,1616742375,4
110227,1616868201,1616517871,4
110228,1348286833,1348214866,4
110229,1703575986,1703102070,4
110230,1616187671,1616798495,6
110231,1348911831,1348378695,4
110232,1348928583,1348331289,4
110233,1703202488,1703102070,4
110234,1703554366,1703510980,4
110235,1499733751,1499454516,4
110236,1616740907,1616073267,4
110237,1703987770,1703836159,4
110238,1616851475,1616964352,4
110239,1499844133,1499140506,4
110240,1348331289,1348214866,4
110241,1616517871,1616073267,4
110242,1348727226,1348268788,4
110243,1578188822,1752233025,6
110244,1710440011,1710498245,4
110245,1348705618,1348768623,4
110246,1348214866,1348768623,4
110247,1516128715,1710817164,6
110248,1703295714,1703541479,4
110249,1070619970,1688522811,6
110250,1710211314,1710401390,4
110251,1688081748,1688373834,4
110252,1348222203,1348641106,4
110253,1180689417,1180581239,6
110254,1616396493,1616995218,4
110255,1070454621,1070289722,4
110256,1191345427,1688373834,6
110257,1348965448,1348358789,4
110258,1710632918,1710498245,4
110259,1348568337,1348821728,4
110260,1710397289,1710409701,4
110261,1348611435,1348702931,4
110262,1616302636,1616019723,4
110263,1616964352,1616481359,4
110264,1499538261,1499325970,4
110265,1616143097,1616954507,4
110266,1348821728,1348733489,4
110267,1703921196,1703102070,4
110268,1616073267,1616312023,4
110269,1140802055,1140658026,4
110270,1616995218,1616528804,4
110271,1499140506,1499083772,4
110272,1499197266,1008977725,6
110273,1070289722,1688071221,6
110274,1148095016,1148461151,4
110275,1616881632,1616057255,4
110276,1688575779,1688477275,4
110277,1688513998,1688954602,4
110278,1499125825,1499103009,4
110279,1348358789,1348671815,4
110280,1703102070,1703135182,4
110281,1616757185,1616134743,4
110282,1348600580,1348547694,4
110283,1710401390,1710014567,4
110284,1348178190,1348362703,4
110285,1703015198,1703355338,4
110286,1616019723,1616742375,4
110287,1616057255,1616134743,4
110288,1024195525,1024036836,4
110289,1140658026,1140271951,4
110290,1348547694,1348362703,4
110291,1616312023,1616227522,4
110292,1616481359,1616395994,4
110293,1616649790,1616508648,4
110294,1499867182,1008373202,6
110295,1348670361,1348733489,4
110296,1434000794,1434401280,4
110297,1070522751,1688071221,6
110298,1348755195,1348633823,4
110299,1616742375,1616227522,4
110300,1688899483,1688918464,4
110301,1616528804,1616134743,4
110302,1688168992,1688918464,4
110303,1348688027,1348773002,4
110304,1024592975,1024283760,4
110305,1348751669,1348039473,4
110306,1499454516,1008977725,6
110307,1688373834,1688145915,4
110308,1348714695,1348383412,4
110309,1616134743,1616471634,4
110310,1070100453,1688643521,6
110311,1348641106,1348579870,4
110312,1348362703,1348488151,4
110313,1348612236,1348174146,4
110314,1703836159,1703880169,4
110315,1710409701,1710684087,4
110316,1703510980,1703762165,4
110317,1348671815,1348981551,4
110318,1348268788,1348184980,4
110319,1348610453,1348184980,4
110320,1499325970,1499342041,4
110321,1703541479,1703222138,4
110322,1616294006,1616973390,4
110323,1499255431,1688287067,6
110324,1348383412,1348049694,4
110325,1348579870,1348773002,4
110326,1688954602,1688274240,4
110327,1348039473,1348464950,4
110328,1616586955,1616908435,4
110329,1191635605,1688400393,6
110330,1688274240,1688643521,4
110331,1688918464,1688152997,4
110332,1348773002,1348210119,4
110333,1348769818,1348981551,4
110334,1616227522,1616172264,6
110335,1616395994,1643953757,6
110336,1703135182,1703222138,4
110337,1710038887,1710437145,4
110338,1710498245,1710489752,4
110339,1348049694,1348408587,4
110340,1008173690,1008348826,4
110341,1616716547,1616954507,4
110342,1616832750,1616077823,4
110343,1616908435,1616508648,4
110344,1703178058,1703661992,4
110345,1688635508,1688974283,4
110346,1008276050,1008184635,4
110347,1348184980,1348641696,4
110348,1348488151,1348933364,4
110349,1008977725,1008373202,4
110350,1703355338,1703148175,4
110351,1499083772,1499379378,4
110352,1348174146,1348953784,4
110353,1688522811,1688018668,4
110354,1688477275,1688501809,4
110355,1180224936,1180788280,4
110356,1008489904,1008790888,4
110357,1008647190,1008893438,4
110358,1348981551,1348906968,4
110359,1710684087,1710489752,4
110360,1008475617,1008348826,4
110361,1703880169,1703155005,4
110362,1348320390,1348967171,4
110363,1688643521,1688018668,4
110364,1434516624,1434752325,4
110365,1499103009,1499204492,4
110366,1616871039,1616236136,4
110367,1688400393,1688169087,6
110368,1008373202,1008394491,4
110369,1348464950,1348708347,4
110370,1180986517,1180012250,4
110371,1688862457,1688926375,4
110372,1348408587,1348906968,4
110373,1688974283,1688660485,4
110374,1703155005,1703148175,4
110375,1008184635,1008709957,4
110376,1616508648,1616077823,4
110377,1008394491,1008889153,4
110378,1616471634,1616249410,4
110379,1688145915,1688501809,4
110380,1703148175,1703146231,4
110381,1008889153,1008845269,4
110382,1688287067,1688018668,4
110383,1008893438,1008652935,4
110384,1688501809,1688492797,4
110385,1008422115,1008790888,4
110386,1348933364,1348708347,4
110387,1688081964,1688035977,4
110388,1703222138,1703890935,4
110389,1348635054,1348619810,4
110390,1148641107,1148086843,4
110391,1616450789,1616083640,4
110392,1348900171,1348638728,4
110393,1008549519,1008652935,4
110394,1688640421,1688856329,4
110395,1348953784,1348290189,4
110396,1616954507,1616077823,4
110397,1008765146,1008520632,4
110398,1008652935,1008148968,4
110399,1688018668,1688211541,4
110400,1348708347,1348347095,4
110401,1688152997,1688660485,4
110402,1703762165,1703210837,4
110403,1008709957,1008520632,4
110404,1348210119,1348638728,4
110405,1348906968,1348930347,4
110406,1499452756,1499204492,4
110407,1008394656,1008302673,4
110408,1516885937,1024585059,6
110409,1008148968,1008696208,4
110410,1348967171,1348748527,4
110411,1688070989,1688701954,4
110412,1348290189,1703493042,6
110413,1499379378,1499342041,4
110414,1703890935,1703493042,4
110415,1008696208,1008162156,6
110416,1348930347,1348770356,4
110417,1688431448,1688492797,4
110418,1008162156,1008883153,4
110419,1688051556,1688450536,4
110420,1703493042,1348082095,6
110421,1688037789,1688856329,4
110422,1688169087,1688171551,4
110423,1499342041,1008251523,6
110424,1688591624,1688365764,4
110425,1348638728,1348641696,4
110426,1688660485,1688349740,4
110427,1024036836,1024585059,4
110428,1499204492,1499854307,4
110429,1008080226,1008520632,4
110430,1008845269,1008739218,4
110431,1688926375,1688701954,4
110432,1348258355,1688731968,6
110433,1688171551,1688215764,4
110434,1710437145,1710489752,4
110435,1024283760,1024326839,4
110436,1008739218,1008649172,4
110437,1008520632,1008632813,4
110438,1688365764,1688437278,4
110439,1348347095,1348332602,4
110440,1300093403,1008273800,6
110441,1688215764,1688662344,4
110442,1348619810,1348843058,4
110443,1643953757,1643178106,6
110444,1616172264,1616183842,4
110445,1246614476,1246064059,4
110446,1499247875,1901189818,6
110447,1008955153,1008566247,4
110448,1616298051,1703210837,6
110449,1703146231,1703980891,4
110450,1499532482,1688161411,6
110451,1688035977,1688706489,4
110452,1348641696,1348905539,4
110453,1140674244,1180674224,6
110454,1008302673,1008632813,4
110455,1348936950,1348843058,4
110456,1008883153,1008412550,4
110457,1688303533,1688161411,4
110458,1348748527,1348770356,4
110459,1008879697,1008368062,4
110460,1008683571,1008566247,4
110461,1703980891,1348082095,6
110462,1688492797,1688687750,4
110463,1616880514,1703218777,6
110464,1688211541,1688798017,4
110465,1616249410,1616833825,4
110466,1688701954,1688862283,4
110467,1688662344,1688633486,4
110468,1688368364,1688687750,4
110469,1008251523,1901189818,6
110470,1688349740,1688633486,4
110471,1008409270,1008632813,4
110472,1688862283,1688900219,4
110473,1348770356,1348332602,4
110474,1688798017,1688450536,4
110475,1348645870,1348824135,4
110476,1008273800,1008604833,4
110477,1688706489,1348655615,6
110478,1348647328,1348676241,4
110479,1710489752,1710597106,4
110480,1688588712,1688827840,4
110481,1703490352,1703307007,4
110482,1688687750,1688358284,4
110483,1688437278,1688363978,4
110484,1643742025,1643734918,4
110485,1008368062,1008566247,4
110486,1688200508,1348655615,6
110487,1348885069,1348331856,4
110488,1348332602,1348915639,4
110489,1616077823,1616040914,4
110490,1643734918,1643896449,4
110491,1688900219,1688854200,4
110492,1348655615,1348716786,4
110493,1499854307,1901482786,6
110494,1348287339,1348824135,4
110495,1008632813,1008654405,4
110496,1348905539,1348319560,4
110497,1703210837,1703214180,4
110498,1752001526,1752233025,4
110499,1008809272,1008412550,4
110500,1643251057,1643178106,6
110501,1616183842,1616496298,4
110502,1434401280,1434938770,4
110503,1008566247,1008049831,4
110504,1688450536,1688625234,4
110505,1688555007,1688363978,4
110506,1616083640,1616841485,4
110507,1348319560,1348676241,4
110508,1752273881,1752233025,4
110509,1901930204,1901089874,4
110510,1901189818,1901482786,4
110511,1348843058,1348265393,4
110512,1616841485,1616176351,4
110513,1348824135,1348803732,4
110514,1348082095,1703238478,6
110515,1348331856,1348445088,4
110516,1901339694,1901248770,4
110517,1688633486,1688827840,4
110518,1703451549,1703218777,4
110519,1008800835,1807108428,6
110520,1901482786,1901230162,4
110521,1348676241,1348070535,4
110522,1688161411,1901248770,6
110523,1703238478,1348628122,6
110524,1688216463,1688545619,4
110525,1008604833,1008361921,4
110526,1616236136,1616466171,4
110527,1703079364,1703307007,4
110528,1348559499,1348265393,4
110529,1688827840,1688905613,4
110530,1024326839,1024646532,4
110531,1688453076,1688356974,4
110532,1348915639,1348745006,4
110533,1008823158,1901520545,6
110534,1348803732,1348445088,4
110535,1180236070,1180746434,4
110536,1008649172,1901112530,6
110537,1616216829,1616383275,4
110538,1008412550,1807621851,6
110539,1703214180,1703381498,4
110540,1688371736,1688374696,6
110541,1901089874,1901336358,4
110542,1616833825,1616505351,4
110543,1348320550,1348595790,4
110544,1710416218,1710502855,4
110545,1688363978,1688000008,4
110546,1703218777,1703928081,4
110547,1688358284,1642376521,6
110548,1688374696,1688530993,4
110549,1348716786,1642740241,6
110550,1901248770,1901608808,4
110551,1300532537,1300115086,4
110552,1616505351,1616375879,4
110553,1616383275,1616017427,4
110554,1643178106,1643013384,4
110555,1901520545,1901861427,4
110556,1688435541,1901974597,6
110557,1616040914,1616814692,4
110558,1703307007,1703800646,4
110559,1348992141,1348563920,4
110560,1688363591,1688905613,4
110561,1008654405,1807108428,6
110562,1688854200,1688107292,4
110563,1807323094,1807108428,4
110564,1348265393,1348745006,4
110565,1703217196,1703996106,4
110566,1901230162,1901597212,4
110567,1703381498,1703017227,4
110568,1807108428,1807953626,4
110569,1180788280,1180012250,4
110570,1807907483,1807901060,4
110571,1348371438,1348198279,4
110572,1643078744,1643617277,4
110573,1688294163,1688905613,4
110574,1688129790,1688936225,4
110575,1616466171,1616360926,4
110576,1616496298,1616995232,4
110577,1348445088,1348198279,4
110578,1901520274,1901360309,4
110579,1688530993,1688248362,4
110580,1642288572,1642376521,4
110581,1348635256,1348514059,4
110582,1616176351,1616934087,4
110583,1643211055,1616872630,6
110584,1616204400,1616620268,4
110585,1616399913,1703928081,6
110586,1348070535,1348993252,4
110587,1348628122,1348035547,4
110588,1008366566,1807746682,6
110589,1688356974,1688344019,4
110590,1901112530,1901150015,4
110591,1140271951,1140582053,4
110592,1901861427,1901597212,4
110593,1616814692,1616154673,4
110594,1688000008,1688107292,4
110595,1807746682,1807953626,4
110596,1140304277,1180674224,6
110597,1008049831,1008832248,4
110598,1901608808,1901942268,4
110599,1703928081,1703017227,4
110600,1688545619,1688955843,4
110601,1616620268,1616118197,4
110602,1348595790,1348668815,4
110603,1642376521,1642740241,4
110604,1348119630,1348698214,4
110605,1348035547,1348668815,4
110606,1901597212,1901031751,4
110607,1300933723,1300401701,4
110608,1642740241,1642561590,4
110609,1348829322,1348309074,4
110610,1348745006,1348514059,4
110611,1901080082,1901918563,4
110612,1008361921,1300839562,6
110613,1348563920,1348309074,4
110614,1688905613,1642400327,6
110615,1901259570,1901138430,4
110616,1901393938,1901828239,4
110617,1180581239,1180012250,4
110618,1901974597,1901138430,4
110619,1616154673,1616024847,6
110620,1807586875,1807953626,4
110621,1901918563,1901828239,4
110622,1348198279,1348124079,4
110623,1024121799,1180172460,8
110624,1434742923,1434402597,4
110625,1807953626,1807384915,4
110626,1901208362,1901138430,4
110627,1148461151,1729642412,6
110628,1901942268,1901107642,4
110629,1616118197,1616018861,4
110630,1300317204,1300028482,4
110631,1180688906,1180477995,4
110632,1300401701,1300446578,4
110633,1901138430,1901550082,4
110634,1703996106,1703204865,4
110635,1807187187,1807279534,4
110636,1688549018,1688573505,4
110637,1348108060,1348871159,4
110638,1348993252,1642561590,6
110639,1807279534,1807020286,4
110640,1148086843,1148101824,4
110641,1688344019,1688653137,4
110642,1348514059,1348692293,4
110643,1688832387,1688955843,4
110644,1703458048,1703800646,4
110645,1348727333,1348493605,4
110646,1616995232,1616638760,4
110647,1752233025,1246775062,6
110648,1616213985,1616017427,4
110649,1348309074,1348078449,4
110650,1616638760,1616148150,4
110651,1703017227,1703876931,4
110652,1807895120,1807831162,4
110653,1688248362,1688176320,4
110654,1901107642,1901550082,4
110655,1807020286,1807040075,4
110656,1688830508,1688544172,4
110657,1807009322,1807139125,4
110658,1616017427,1616659048,4
110659,1616375879,1616825607,4
110660,1008832248,1300749412,6
110661,1688148503,1688936225,4
110662,1703800646,1348493605,6
110663,1180674224,1140539356,6
110664,1440271703,1440897790,4
110665,1807384915,1807488567,4
110666,1428511842,1428762389,4
110667,1688942456,1688560040,4
110668,1901828239,1901875540,4
110669,1348698214,1642892960,6
110670,1348124079,1348329493,4
110671,1901598505,1901682048,4
110672,1616024847,1616520686,4
110673,1688936225,1688233004,4
110674,1180746434,1180549980,4
110675,1688573505,1688595236,4
110676,1348143264,1348419818,4
110677,1807040075,1901964789,6
110678,1440868798,1440897790,4
110679,1428762389,1428780265,4
110680,1643013384,1643016647,4
110681,1642561590,1642892960,4
110682,1901102771,1901134407,4
110683,1616411619,1616360926,4
110684,1688299986,1688007802,4
110685,1688536735,1688007802,4
110686,1901668701,1901760068,6
110687,1688267080,1688661944,4
110688,1703204865,1703231427,4
110689,1643617277,1643001581,4
110690,1348038932,1348576656,4
110691,1901134407,1901916938,4
110692,1348493605,1348369624,4
110693,1807030257,1807741715,4
110694,1807040114,1807969277,4
110695,1688176320,1642851742,6
110696,1348871159,1348235609,4
110697,1348964497,1348546414,4
110698,1688955843,1688642855,4
110699,1642400327,1642896649,4
110700,1901682048,1901753443,4
110701,1616872630,1616206015,4
110702,1616327727,1616913108,4
110703,1616148150,1703663141,6
110704,1428020890,1440720895,6
110705,1428780265,1428340962,4
110706,1901875540,1901200321,4
110707,1901760068,1901753443,4
110708,1348692293,1348837635,4
110709,1348071592,1348546414,4
110710,1428955629,1428860274,4
110711,1688653137,1688661944,4
110712,1703876931,1703663141,4
110713,1901916938,1901684676,4
110714,1901753443,1901235642,4
110715,1901550082,1688014462,6
110716,1688007802,1688388893,4
110717,1616212108,1616913108,4
110718,1807908017,1807741715,4
110719,1348564586,1348419818,4
110720,1348078449,1348286958,4
110721,1688661944,1688544172,4
110722,1807831162,1807293579,4
110723,1642603121,1642000046,4
110724,1703231427,1703663141,4
110725,1710210449,1710332978,4
110726,1807741715,1807169470,4
110727,1703452690,1703917090,4
110728,1440720895,1440542185,4
110729,1901200321,1901964789,4
110730,1688452613,1688523885,4
110731,1300749412,1300472525,4
110732,1348546414,1348531339,4
110733,1616596983,1616913108,4
110734,1688343996,1688111468,4
110735,1300839562,1300407295,4
110736,1348576656,1348758778,4
110737,1703663141,1703240636,4
110738,1348624339,1642472426,6
110739,1616934087,1616631454,4
110740,1688233004,1688595236,4
110741,1688544172,1688050059,4
110742,1688560040,1642696824,6
110743,1901964789,1901328795,4
110744,1642996909,1642162746,4
110745,1688595236,1688834584,4
110746,1807293579,1807551778,4
110747,1428643853,1428860274,4
110748,1807488567,1807936735,4
110749,1246805566,1246101648,4
110750,1901328795,1901909986,4
110751,1348090687,1348837635,4
110752,1688871979,1688323517,4
110753,1688642855,1688388893,4
110754,1348419818,1348235609,4
110755,1348531339,1642472426,6
110756,1348623423,1348235609,4
110757,1246079000,1246688374,4
110758,1807583335,1807551778,4
110759,1901445768,1901235642,4
110760,1348837635,1348460698,6
